,PMID,Full_author_name
2166,31230373,"perez-formigo, daniel/split/department of ophthalmology, hospital universitario de torrejon, madrid, spain./split/faculty of medicine, university of francisco de vitoria (ufv), pozuelo de  alarcon, madrid, spain."
2166,31230373,"pfaar, oliver/split/department of otorhinolaryngology, head and neck surgery, section of rhinology  and allergy, university hospital marburg, philipps-universität marburg, marburg, germany."
2166,31230373,"pitsios, constantinos/split/allergy outpatient clinic, medical school, university of cyprus, nicosia, cyprus."
2166,31230373,"rudenko, michael/split/london allergy and immunology centre, london, uk."
2166,31230373,"ryan, dermot/split/allergy and respiratory research group, usher institute of population health  sciences and informatics, university of edinburgh, edinburgh, uk./split/optimum patient care, cambridge, uk."
2166,31230373,"sánchez-garcía, silvia/split/allergy unit, hospital infantil universitario niño jesús, madrid, spain./split/spanish research network on allergy (aradyal: red nacional de alergia -asma,  reacciones adversas y alérgicas-) of the carlos iii health institute, madrid, spain."
2166,31230373,"shih, jennifer/split/emory university and children's healthcare of atlanta, atlanta, georgia, usa."
2166,31230373,"tripodi, salvatore/split/allergy unit, policlinico casilino rome, italy."
2166,31230373,"van der poel, lauri-ann/split/children's allergy service, guy's and st thomas' nhs foundation trust, london,  uk."
2166,31230373,"van os-medendorp, harmieke/split/department of dermatology and allergology, university medical center utrecht, the  netherlands."
2166,31230373,"varricchi, gilda/split/department of translational medical sciences and center for basic and clinical  immunology research (cisi), university of naples federico ii, naples, italy."
2166,31230373,"wittmann, jörn/split/selbstregulierung informationswirtschaft ev, berlin, germany."
2166,31230373,"worm, margitta/split/department of dermatology and allergology, allergy-center-charité, charité  universitätsmedizin berlin, berlin, germany."
2166,31230373,"agache, ioana/split/transylvania university brasov, brasov, romania."
2167,29733406,"garnett, claire/split/research department of behavioural science and health, ucl, london, uk."
2167,29733406,"crane, david/split/research department of clinical, educational and health psychology, ucl, london,  uk."
2167,29733406,"west, robert/split/research department of behavioural science and health, ucl, london, uk."
2167,29733406,"brown, jamie/split/research department of behavioural science and health, ucl, london, uk./split/research department of clinical, educational and health psychology, ucl, london,  uk."
2167,29733406,"michie, susan/split/research department of clinical, educational and health psychology, ucl, london,  uk."
2168,31735786,"mizukawa, mariko/split/graduate school of biomedical and health sciences, hiroshima university."
2168,31735786,"moriyama, michiko/split/graduate school of biomedical and health sciences, hiroshima university."
2168,31735786,"yamamoto, hideya/split/graduate school of biomedical and health sciences, hiroshima university."
2168,31735786,"rahman, md m/split/graduate school of biomedical and health sciences, hiroshima university."
2168,31735786,"naka, makiko/split/heart failure center, hiroshima university hospital."
2168,31735786,"kitagawa, toshiro/split/heart failure center, hiroshima university hospital."
2168,31735786,"kobayashi, shizue/split/hiroshima city asa citizens hospital."
2168,31735786,"oda, noboru/split/hiroshima city asa citizens hospital."
2168,31735786,"yasunobu, yuji/split/miyoshi medical association hospital."
2168,31735786,"tomiyama, miyuki/split/ja onomichi general hospital."
2168,31735786,"morishima, nobuyuki/split/ja onomichi general hospital."
2168,31735786,"matsuda, keiji/split/chugoku rosai hospital."
2168,31735786,"kihara, yasuki/split/graduate school of biomedical and health sciences, hiroshima university."
2169,32354452,"shinoda, yasutoshi/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan; department of internal medicine, kamisu saiseikai hospital, kamisu, japan."
2169,32354452,"sato, akira/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan. electronic address: asato@md.tsukuba.ac.jp."
2169,32354452,"adach, toru/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan."
2169,32354452,"nishi, isao/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan; department of internal medicine, kamisu saiseikai hospital, kamisu, japan."
2169,32354452,"nogami, akihiko/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan."
2169,32354452,"aonuma, kazutaka/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan."
2169,32354452,"ieda, masaki/split/department of cardiology, faculty of medicine, university of tsukuba, tsukuba,  japan."
2170,32349382,"khan, faheem/split/department of electronics and computer engineering, hanyang university, 222  wangsimni-ro, seongdong-gu, seoul 04763, korea./split/department of electrical engineering, engineering university, peshawar 25000,  pakistan."
2170,32349382,"ghaffar, asim/split/department of electronics and computer engineering, hanyang university, 222  wangsimni-ro, seongdong-gu, seoul 04763, korea."
2170,32349382,"khan, naeem/split/department of electrical engineering, engineering university, peshawar 25000,  pakistan."
2170,32349382,"cho, sung ho/split/department of electronics and computer engineering, hanyang university, 222  wangsimni-ro, seongdong-gu, seoul 04763, korea."
2171,31678305,"mackinnon, grant e/split/vanderbilt university school of medicine, nashville, tn."
2171,31678305,"brittain, evan l/split/vanderbilt university medical center, nashville, tn. electronic address:  evan.brittain@vumc.org."
2172,31825132,"bostrom, john/split/department of medicine, new york university school of medicine, new york, new  york."
2172,31825132,"sweeney, greg/split/rusk department of rehabilitation medicine, new york university langone health,  new york, new york."
2172,31825132,"whiteson, jonathan/split/rusk department of rehabilitation medicine, new york university langone health,  new york, new york."
2172,31825132,"dodson, john a/split/leon h. charney division of cardiology, department of medicine, new york  university school of medicine, new york, new york./split/division of healthcare delivery science, department of population health, new  york university school of medicine, new york, new york."
2173,31242394,"marcoux, veronica/split/university of saskatchewansaskatoon, saskatchewan, canada./split/university of calgarycalgary, alberta, canada."
2173,31242394,"wang, meng/split/university of calgarycalgary, alberta, canada."
2173,31242394,"burgoyne, steven j/split/university of calgarycalgary, alberta, canada."
2173,31242394,"fell, charlene d/split/university of calgarycalgary, alberta, canada."
2173,31242394,"ryerson, christopher j/split/university of british columbiavancouver, british columbia, canadaand./split/centre for heart lung innovation, st. paul's hospitalvancouver, british columbia,  canada."
2173,31242394,"sajobi, tolulope t/split/university of calgarycalgary, alberta, canada."
2173,31242394,"johannson, kerri a/split/university of calgarycalgary, alberta, canada."
2174,31286545,"jansen, christian/split/department of internal medicine i, university of bonn, bonn, germany."
2174,31286545,"chatterjee, devnandan amor/split/institiute of liver and digestive health, university college london medical  school royal free hospital campus, london, uk."
2174,31286545,"thomsen, karen louise/split/institiute of liver and digestive health, university college london medical  school royal free hospital campus, london, uk./split/department of hepatology and gastroenterology, aarhus university hospital,  aarhus, denmark."
2174,31286545,"al-kassou, baravan/split/department of internal medicine i, university of bonn, bonn, germany./split/department of internal medicine ii, university of bonn, bonn, germany."
2174,31286545,"sawhney, rohit/split/institiute of liver and digestive health, university college london medical  school royal free hospital campus, london, uk."
2174,31286545,"jones, helen/split/institiute of liver and digestive health, university college london medical  school royal free hospital campus, london, uk."
