,PMID,Mesh_terms
1527,28094679,rural health services/organization & administration
1527,28094679,transportation of patients/*statistics & numerical data
1527,28094679,*triage
1528,30633675,"administrative claims, healthcare"
1528,30633675,age factors
1528,30633675,aged
1528,30633675,"aged, 80 and over"
1528,30633675,female
1528,30633675,humans
1528,30633675,male
1528,30633675,medicare/statistics & numerical data
1528,30633675,*quality of health care
1528,30633675,*rural population
1528,30633675,sex factors
1528,30633675,stroke/*drug therapy
1528,30633675,telemedicine/*organization & administration
1528,30633675,tissue plasminogen activator/*administration & dosage
1528,30633675,united states
1528,30633675,urban population
1529,28441656,heart auscultation/*instrumentation/methods
1529,28441656,heart murmurs/diagnosis
1529,28441656,heart sounds/physiology
1529,28441656,humans
1529,28441656,*mobile applications
1529,28441656,"signal processing, computer-assisted"
1529,28441656,*smartphone
1529,28441656,*stethoscopes
1529,28441656,telemedicine/*instrumentation/methods
1530,28461291,adult
1530,28461291,asthma/*therapy
1530,28461291,*attitude of health personnel
1530,28461291,evaluation studies as topic
1530,28461291,female
1530,28461291,focus groups
1530,28461291,humans
1530,28461291,male
1530,28461291,middle aged
1530,28461291,"monitoring, physiologic"
1530,28461291,netherlands
1530,28461291,*self-management
1530,28461291,surveys and questionnaires
1530,28461291,telemedicine/*statistics & numerical data
1530,28461291,united kingdom
1530,28461291,young adult cois erj.ersjournals.com
1531,29967036,blood pressure/*physiology
1531,29967036,blood pressure determination/*instrumentation
1531,29967036,cardiovascular diseases/*diagnosis/physiopathology
1531,29967036,equipment design
1531,29967036,female
1531,29967036,follow-up studies
1531,29967036,heart rate/*physiology
1531,29967036,humans
1531,29967036,male
1531,29967036,middle aged
1531,29967036,pulse wave analysis/*instrumentation
1531,29967036,reproducibility of results
1531,29967036,retrospective studies
1531,29967036,telemedicine/*instrumentation pmc mid
1532,30623786,adolescent
1532,30623786,adult
1532,30623786,caregivers/*psychology
1532,30623786,child
1532,30623786,child health
1532,30623786,"child, preschool"
1532,30623786,chronic disease
1532,30623786,disabled children/*rehabilitation
1532,30623786,*equipment design
1532,30623786,female
1532,30623786,home care services/*organization & administration
1532,30623786,hospitalization
1532,30623786,humans
1532,30623786,infant
1532,30623786,"infant, newborn"
1532,30623786,male
1532,30623786,*multimorbidity
1532,30623786,needs assessment/*organization & administration
1532,30623786,qualitative research
1532,30623786,telemedicine
1532,30623786,young adult
1533,28593423,*heart failure
1533,28593423,humans
1533,28593423,"*monitoring, physiologic"
1533,28593423,quality of life
1533,28593423,*telemedicine
1534,29954184,adult
1534,29954184,aged
1534,29954184,"aged, 80 and over"
1534,29954184,*algorithms
1534,29954184,blood pressure determination
1534,29954184,body weight
1534,29954184,chronic disease/*therapy
1534,29954184,female
1534,29954184,heart failure/*therapy
1534,29954184,heart rate
1534,29954184,humans
1534,29954184,male
1534,29954184,middle aged
1534,29954184,"monitoring, physiologic/*methods"
1534,29954184,telemedicine/*methods
1534,29954184,*telephone pmc
1535,28350282,adult
1535,28350282,aged
1535,28350282,cardiac rehabilitation/*methods
1535,28350282,exercise therapy/*methods
1535,28350282,female
1535,28350282,humans
1535,28350282,male
1535,28350282,middle aged
1535,28350282,*motivation
1535,28350282,peptide fragments
1535,28350282,self care/methods
1535,28350282,telemedicine/*methods
1535,28350282,urokinase-type plasminogen activator
1536,29878236,blood pressure determination/*instrumentation
1536,29878236,*consumer behavior
1536,29878236,humans
1536,29878236,*mobile applications
1536,29878236,*smartphone
1536,29878236,telemedicine pmc
1537,30260996,adolescent
1537,30260996,"arrhythmias, cardiac/*diagnosis/physiopathology"
1537,30260996,child
1537,30260996,"child, preschool"
1537,30260996,"electrocardiography, ambulatory/instrumentation/*methods"
1537,30260996,female
1537,30260996,"heart defects, congenital/diagnosis/physiopathology"
1537,30260996,humans
1537,30260996,infant
1537,30260996,"infant, newborn"
1537,30260996,male
1537,30260996,mobile applications
1537,30260996,prospective studies
1537,30260996,*smartphone
1537,30260996,*telemedicine/methods
1537,30260996,"*wireless technology pmc cois from alivecor for the performance of this study. however, alivecor has not been involved in the study design, collection/analysis/interpretation of data, writing of the report, or the decision to submit the manuscript for publication. this does not alter our adherence to plos one policies of data and/or materials."
1538,28747536,adult
1538,28747536,*heart arrest
1538,28747536,humans
1538,28747536,internet
1538,28747536,*telemedicine
1539,29422170,adult
1539,29422170,aged
1539,29422170,"aged, 80 and over"
1539,29422170,family/*psychology
1539,29422170,female
1539,29422170,health personnel/*psychology
1539,29422170,heart failure/*nursing
1539,29422170,humans
1539,29422170,male
1539,29422170,middle aged
1539,29422170,*mobile applications
1539,29422170,*patient satisfaction
1539,29422170,self care/*methods
1539,29422170,telemedicine/*methods
1539,29422170,treatment outcome
1540,28315728,adolescent
1540,28315728,cardiopulmonary resuscitation
1540,28315728,child
1540,28315728,emergency medical service communication systems/*statistics & numerical data
1540,28315728,england/epidemiology
1540,28315728,humans
1540,28315728,out-of-hospital cardiac arrest/*diagnosis/epidemiology
1540,28315728,remote consultation/*methods
1540,28315728,retrospective studies
1540,28315728,sensitivity and specificity
1540,28315728,state medicine
1540,28315728,telephone
1540,28315728,triage/*methods
1541,29339348,female
1541,29339348,heart failure/*diagnostic imaging/pathology
1541,29339348,humans
1541,29339348,male
1541,29339348,"monitoring, physiologic/*methods"
1541,29339348,telemedicine/*methods pmc
1542,28560509,computed tomography angiography/*methods
1542,28560509,coronary angiography/*methods
1542,28560509,coronary artery disease/*diagnostic imaging
1542,28560509,coronary vessel anomalies/*diagnostic imaging
1542,28560509,humans
1542,28560509,reproducibility of results
1542,28560509,retrospective studies
1542,28560509,*smartphone
1542,28560509,telemedicine/*instrumentation/methods pmc
1543,29193654,access to information
1543,29193654,adult
1543,29193654,aged
1543,29193654,"aged, 80 and over"
1543,29193654,belgium
1543,29193654,biomedical technology
1543,29193654,*chronic disease
1543,29193654,cross-sectional studies
1543,29193654,female
1543,29193654,humans
1543,29193654,*internet
1543,29193654,male
1543,29193654,middle aged
1543,29193654,organ transplantation/*methods
1543,29193654,*patient acceptance of health care
1543,29193654,smartphone
1543,29193654,surveys and questionnaires
1543,29193654,telemedicine/*methods
1543,29193654,young adult
1544,30068250,aged
1544,30068250,"aged, 80 and over"
1544,30068250,exercise/*physiology
1544,30068250,female
1544,30068250,heart rate
1544,30068250,humans
1544,30068250,male
1544,30068250,"monitoring, ambulatory/*methods"
1544,30068250,physical fitness
1544,30068250,smartphone
1544,30068250,telemedicine/*methods
1545,29969378,aged
1545,29969378,"aged, 80 and over"
1545,29969378,cohort studies
1545,29969378,cost savings/statistics & numerical data
1545,29969378,female
1545,29969378,*heart failure/economics/epidemiology/therapy
1545,29969378,humans
1545,29969378,length of stay/statistics & numerical data
1545,29969378,male
1545,29969378,*medicare part c
1545,29969378,middle aged
1545,29969378,propensity score
1545,29969378,remote consultation/methods/statistics & numerical data
1545,29969378,united states/epidemiology
1546,30485832,cross-sectional studies
1546,30485832,humans
1546,30485832,"libraries, digital/*trends"
1546,30485832,prospective studies
1546,30485832,publications/*trends
1546,30485832,randomized controlled trials as topic
1546,30485832,telemedicine/*instrumentation pmc
1547,29361856,aged
1547,29361856,"aged, 80 and over"
1547,29361856,*cardiac catheterization/adverse effects
1547,29361856,*electrocardiography
1547,29361856,emergency medical services/*methods
1547,29361856,false positive reactions
1547,29361856,female
1547,29361856,humans
1547,29361856,male
1547,29361856,middle aged
1547,29361856,*percutaneous coronary intervention/adverse effects
1547,29361856,predictive value of tests
1547,29361856,retrospective studies
1547,29361856,st elevation myocardial infarction/*diagnosis/physiopathology/*therapy
1547,29361856,telemedicine/*methods
1547,29361856,telemetry
1547,29361856,time factors
1547,29361856,*time-to-treatment
1547,29361856,treatment outcome
1548,30045131,aged
1548,30045131,evidence-based practice
1548,30045131,female
1548,30045131,"health knowledge, attitudes, practice"
1548,30045131,heart failure/*prevention & control
1548,30045131,humans
1548,30045131,male
1548,30045131,middle aged
1548,30045131,*mobile applications
1548,30045131,psychological theory
1548,30045131,*self care
1548,30045131,*telemedicine
1549,30040702,electronic mail
1549,30040702,*heart failure
1549,30040702,hospital information systems
1549,30040702,hospitals
1549,30040702,humans
1549,30040702,*patient care team
1549,30040702,*self care
1549,30040702,*telemedicine
1550,29507261,aged
1550,29507261,*aging
1550,29507261,australia
1550,29507261,caregivers
1550,29507261,dementia
1550,29507261,humans
1550,29507261,*quality of life
1550,29507261,*telemedicine
1551,28939459,"*emergency service, hospital"
1551,28939459,heart failure/*therapy
1551,28939459,humans
1551,28939459,"monitoring, physiologic/*methods"
1551,28939459,"*outcome assessment, health care"
1551,28939459,telemedicine/*methods
1552,28809190,australia
1552,28809190,caregivers
1552,28809190,*heart failure
1552,28809190,humans
1552,28809190,*self care
1552,28809190,*telemedicine
1553,30247080,aged
1553,30247080,"aged, 80 and over"
1553,30247080,female
1553,30247080,geriatrics/methods
1553,30247080,heart failure/*complications/psychology
1553,30247080,humans
1553,30247080,longitudinal studies
1553,30247080,male
1553,30247080,"monitoring, physiologic/instrumentation/methods/psychology"
1553,30247080,ontario
1553,30247080,patient participation/methods/*psychology/statistics & numerical data
1553,30247080,prospective studies
1553,30247080,self care/instrumentation/*psychology
1553,30247080,surveys and questionnaires
1553,30247080,telemedicine/methods/standards/statistics & numerical data
1553,30247080,treatment adherence and compliance/psychology/statistics & numerical data
1554,30245122,adult
1554,30245122,aged
1554,30245122,"aged, 80 and over"
1554,30245122,algorithms
1554,30245122,"arrhythmias, cardiac/*diagnosis/*therapy"
1554,30245122,cardiovascular diseases/diagnosis
1554,30245122,cloud computing
1554,30245122,deep learning
1554,30245122,"diagnosis, computer-assisted/*methods"
1554,30245122,*electrocardiography
1554,30245122,electronic data processing
1554,30245122,female
1554,30245122,humans
1554,30245122,machine learning
1554,30245122,male
1554,30245122,middle aged
