,PMID,Publication_type
2187,31783800,journal article
2188,31033857,journal article
2188,31033857,"research support, non-u.s. gov't"
2189,33271446,journal article
2190,31145281,clinical trial protocol
2190,31145281,journal article
2191,30590964,clinical trial
2191,30590964,journal article
2191,30590964,multicenter study
2191,30590964,"research support, non-u.s. gov't"
2192,32329737,journal article
2192,32329737,randomized controlled trial
2192,32329737,"research support, n.i.h., extramural"
2193,31789599,journal article
2194,33239406,journal article
2194,33239406,randomized controlled trial
2194,33239406,"research support, non-u.s. gov't"
2195,30975992,dataset
2195,30975992,journal article
2195,30975992,"research support, non-u.s. gov't"
2196,32329920,journal article
2196,32329920,review
2197,33211733,journal article
2197,33211733,"research support, n.i.h., extramural"
2198,32936553,journal article
2199,30632092,journal article
2200,31841115,comparative study
2200,31841115,journal article
2200,31841115,"research support, n.i.h., extramural"
2200,31841115,"research support, non-u.s. gov't"
2201,32865503,journal article
2201,32865503,meta-analysis
2201,32865503,"research support, non-u.s. gov't"
2201,32865503,systematic review
2202,31960398,journal article
2202,31960398,randomized controlled trial
2203,32398607,journal article
2203,32398607,review
2204,33040461,journal article
2205,32452821,journal article
2205,32452821,"research support, non-u.s. gov't"
2206,32469189,journal article
2207,31326625,journal article
2209,33328035,journal article
2209,33328035,multicenter study
2209,33328035,randomized controlled trial
2209,33328035,"research support, non-u.s. gov't"
2210,30678709,clinical trial protocol
2210,30678709,journal article
2212,30585983,journal article
2213,32379309,journal article
2214,32473781,letter
2215,32324622,journal article
2215,32324622,practice guideline
2217,33323221,journal article
2217,33323221,"research support, n.i.h., extramural"
2217,33323221,"research support, non-u.s. gov't"
2219,31499227,clinical trial protocol
2219,31499227,journal article
2219,31499227,"research support, n.i.h., extramural"
2220,32602361,journal article
2221,33341950,journal article
2221,33341950,randomized controlled trial
2221,33341950,"research support, n.i.h., extramural"
2222,30732481,journal article
2222,30732481,review
2223,31878195,journal article
2224,32228309,journal article
2225,31315873,journal article
2226,32768690,journal article
2226,32768690,pragmatic clinical trial
2226,32768690,"research support, n.i.h., extramural"
2227,32954600,journal article
2227,32954600,observational study
2228,32233754,journal article
2229,30939922,clinical trial protocol
2229,30939922,journal article
2229,30939922,"research support, n.i.h., extramural"
2231,32720374,consensus development conference
2231,32720374,journal article
2232,32616596,editorial
2232,32616596,review
2233,33270125,journal article
2233,33270125,observational study
2233,33270125,"research support, non-u.s. gov't"
2234,31153891,journal article
2235,31357725,journal article
2236,32954941,journal article
2237,32996349,journal article
2237,32996349,randomized controlled trial
2238,32345359,editorial
2239,32393447,journal article
2240,31043065,journal article
2240,31043065,"research support, n.i.h., extramural"
2240,31043065,"research support, non-u.s. gov't"
2240,31043065,"research support, u.s. gov't, non-p.h.s."
2241,32050947,journal article
2241,32050947,observational study
2242,32558441,journal article
2243,33356124,journal article
2243,33356124,"research support, non-u.s. gov't"
2244,32959627,journal article
2245,32723713,journal article
2246,32310921,journal article
2247,31834122,journal article
2247,31834122,"research support, non-u.s. gov't"
2248,31002434,clinical trial protocol
2248,31002434,journal article
2248,31002434,multicenter study
2248,31002434,randomized controlled trial
2249,31804186,journal article
2249,31804186,randomized controlled trial
2249,31804186,"research support, non-u.s. gov't"
2250,32305359,journal article
2250,32305359,review
2251,33462860,case reports
2251,33462860,journal article
2252,32643914,comparative study
2252,32643914,letter
2253,33185615,journal article
2253,33185615,review
2254,32736597,clinical trial protocol
2254,32736597,comparative study
2254,32736597,journal article
2254,32736597,observational study
2255,32865129,journal article
2255,32865129,"research support, non-u.s. gov't"
2256,32819525,practice guideline
2257,32374382,journal article
2258,33028141,journal article
2258,33028141,"research support, non-u.s. gov't"
2259,31060074,journal article
2260,30943824,journal article
2260,30943824,pragmatic clinical trial
2260,30943824,randomized controlled trial
2260,30943824,"research support, n.i.h., extramural"
2261,31862436,clinical trial protocol
2261,31862436,journal article
2261,31862436,randomized controlled trial
2261,31862436,"research support, n.i.h., extramural"
2261,31862436,"research support, non-u.s. gov't"
2262,31718597,journal article
2262,31718597,randomized controlled trial
2263,32210547,journal article
2264,33260235,comparative study
2264,33260235,journal article
2264,33260235,randomized controlled trial
2265,32583944,journal article
2266,32366489,letter
2267,33011157,journal article
2268,32197685,journal article
2268,32197685,"research support, n.i.h., extramural"
2269,33185560,journal article
2269,33185560,randomized controlled trial
2270,32325005,journal article
2270,32325005,randomized controlled trial
2270,32325005,"research support, non-u.s. gov't"
2271,33030259,journal article
2271,33030259,review
2272,32731947,editorial
2273,32354417,editorial
2274,32349542,guideline
2274,32349542,journal article
2275,31712029,comparative study
2275,31712029,journal article
2276,31618531,journal article
2276,31618531,"research support, non-u.s. gov't"
2277,30998400,journal article
2277,30998400,multicenter study
2277,30998400,randomized controlled trial
2277,30998400,"research support, non-u.s. gov't"
2278,32699167,clinical trial protocol
2278,32699167,journal article
2278,32699167,randomized controlled trial
2280,31515330,introductory journal article
2282,32142371,journal article
2282,32142371,"research support, non-u.s. gov't"
2283,32872064,controlled clinical trial
2283,32872064,journal article
2283,32872064,observational study
2284,31410958,comparative study
2284,31410958,journal article
2284,31410958,"research support, non-u.s. gov't"
2285,30651041,journal article
2285,30651041,"research support, non-u.s. gov't"
2286,32497747,journal article
2287,30978331,journal article
2287,30978331,"research support, u.s. gov't, p.h.s."
2288,32310919,journal article
2288,32310919,practice guideline
2289,31364807,journal article
2289,31364807,validation study
2289,31364807,video-audio media
2290,32493557,journal article
2291,33184088,journal article
2291,33184088,"research support, non-u.s. gov't"
2292,32389335,journal article
2292,32389335,practice guideline
2292,32389335,"research support, non-u.s. gov't"
2292,32389335,review
2293,32276083,journal article
2295,32406507,journal article
2296,30797720,comparative study
2296,30797720,journal article
2296,30797720,"research support, non-u.s. gov't"
2297,32923342,journal article
2297,32923342,multicenter study
2297,32923342,observational study
2297,32923342,"research support, n.i.h., extramural"
2297,32923342,"research support, non-u.s. gov't"
2298,31474119,journal article
2298,31474119,multicenter study
2298,31474119,randomized controlled trial
2298,31474119,"research support, non-u.s. gov't"
2299,32877352,journal article
2299,32877352,"research support, non-u.s. gov't"
2300,33189186,journal article
2300,33189186,review
2301,32755347,journal article
2304,34032583,journal article
2304,34032583,meta-analysis
2304,34032583,review
2304,34032583,systematic review
2305,34258907,journal article
2305,34258907,review
2306,34559058,journal article
2306,34559058,randomized controlled trial
2306,34559058,"research support, non-u.s. gov't"
2307,34269884,journal article
2307,34269884,review
2308,33555259,journal article
2308,33555259,"research support, n.i.h., extramural"
2308,33555259,"research support, non-u.s. gov't"
2308,33555259,systematic review
2309,34333211,journal article
2309,34333211,randomized controlled trial
2310,33819166,journal article
2310,33819166,randomized controlled trial
2311,34441038,journal article
2311,34441038,review
2312,33540131,journal article
2312,33540131,"research support, non-u.s. gov't"
2312,33540131,review
2314,34593374,journal article
2314,34593374,multicenter study
2314,34593374,randomized controlled trial
2314,34593374,"research support, non-u.s. gov't"
2315,34714208,journal article
2315,34714208,"research support, non-u.s. gov't"
2315,34714208,review
2316,34857176,comment
2316,34857176,editorial
2318,33959819,journal article
2318,33959819,review
2319,33914438,journal article
2320,33865810,clinical trial
